t              x              y
    0               1               0
 0.01    0.9980260791   0.06283185307
    0    0.9921121207    0.1254156567
    0    0.9822815178    0.1875043463
    0    0.9685731694    0.2488528264
    0    0.9510413244    0.3092189461
    0    0.9297553627    0.3683644627
    0    0.9047995163    0.4260559892
    0    0.8762725304    0.4820659217
    0    0.8442872668    0.5361733436
    0    0.8089702499    0.5881649012
    0    0.7704611594    0.6378356495
    0    0.7289122696     0.684989863
    0    0.6844878395    0.7294418088
    0    0.6373634545    0.7710164794
    0     0.587725325    0.8095502815
    0    0.5357695417    0.8448916785
    0     0.481701293    0.8769017843
    0    0.4257340475     0.905454906
    0    0.3680887037    0.9304390334
    0    0.3089927115    0.9517562733
    0    0.2486791692    0.9693232276
    0    0.1873858988    0.9830713129
    0    0.1253545043    0.9929470216
    0   0.06282941533    0.9989121224
    0 5.692263967e-005     1.000943801
    0  -0.06271579416     0.999034738
    0   -0.1252416399    0.9931931293
    0    -0.187274576     0.983442641
    0   -0.2485705869    0.9698223069
    0    -0.308888637    0.9523863642
    0   -0.3679916157    0.9312040307
    0   -0.4256472643    0.9063592235
    0   -0.4816290839    0.8779502203
    0   -0.5357172193    0.8460892651
    0   -0.5876993161    0.8109021211
    0   -0.6373713472    0.7725275694
    0   -0.6845384062      0.73111686
    0   -0.7290154649    0.6868331131
    0   -0.7706280912    0.6398506757
    0   -0.8092131252    0.5903544357
    0   -0.8446193119    0.5385390951
    0   -0.8767078856    0.4846084059
    0   -0.9053531077    0.4287743721
    0   -0.9304427519    0.3712564201
    0   -0.9518785382    0.3122805404
    0   -0.9695765119    0.2520784054
    0    -0.983467368    0.1908864649
    0   -0.9934967183     0.128945024
    0   -0.9996253011    0.0664973061
    0    -1.001829133  0.003788504982
    0      -1.0000996   -0.0589351705
    0   -0.9944434931   -0.1214274557
    0   -0.9848829795   -0.1834429897
    0   -0.9714555187   -0.2447382712
    0   -0.9542137175    -0.305072608
    0   -0.9332251267    -0.364209055
    0   -0.9085719808    -0.421915339
    0   -0.8803508803   -0.4779647648
    0   -0.8486724182   -0.5321371016
    0   -0.8136607528   -0.5842194433
    0   -0.7754531268   -0.6340070421
    0    -0.734199337   -0.6813041108
    0   -0.6900611528   -0.7259245907
    0   -0.6432116897   -0.7676928827
    0   -0.5938347372   -0.8064445385
    0   -0.5421240447   -0.8420269089
    0   -0.4882825683   -0.8742997463
    0   -0.4325216809   -0.9031357612
    0   -0.3750603483   -0.9284211264
    0    -0.316124275   -0.9500559314
    0    -0.255945023   -0.9679545815
    0   -0.1947591064   -0.9820461421
    0   -0.1328070655   -0.9922746252
    0  -0.07033252389    -0.998599219
    0 -0.007581233099    -1.000994457
    0   0.05519989329   -0.9994503254
    0    0.1177637506   -0.9939723163
    0    0.1798640162   -0.9845814108
    0    0.2412561204   -0.9713140075
    0    0.3016982123   -0.9542217877
    0    0.3609521148   -0.9333715207
    0    0.4187842675    -0.908844808
    0    0.4749666512   -0.8807377701
    0    0.5292776925   -0.8491606738
    0    0.5815031426   -0.8142375041
    0    0.6314369287   -0.7761054803
    0    0.6788819737   -0.7349145197
    0    0.7236509802   -0.6908266498
    0    0.7655671769   -0.6440153715
    0     0.804465023    -0.594664977
    0    0.8401908693   -0.5429698227
    0    0.8726035709   -0.4891335625
    0    0.9015750516   -0.4333683432
    0    0.9269908156   -0.3758939649
    0    0.9487504055   -0.3169370113
    0    0.9667678043   -0.2567299513
    0    0.9809717796    -0.195510218
    0    0.9913061687   -0.1335192661
    0    0.9977301038  -0.07100161419
